,iso2c,country,year,EG.CFT.ACCS.ZS,EG.ELC.ACCS.ZS,NY.ADJ.DRES.GN.ZS,NY.ADJ.DFOR.GN.ZS,AG.LND.AGRI.ZS,NV.AGR.TOTL.ZS,ER.H2O.FWTL.ZS,SI.SPR.PCAP.ZG,SH.DTH.COMM.ZS,SL.TLF.0714.ZS,EN.ATM.CO2E.PC,CC.EST,EN.CLC.CDDY.XD,EN.CLC.MDAT.ZS,IC.BUS.EASE.XQ,EG.ELC.COAL.ZS,EG.IMP.CONS.ZS,EG.EGY.PRIM.PP.KD,EG.USE.PCAP.KG.OE,SP.DYN.TFRT.IN,AG.PRD.FOOD.XD,AG.LND.FRST.ZS,EG.USE.COMM.FO.ZS,NY.GDP.MKTP.KD.ZG,EN.CLC.GHGR.MT.CE,SI.POV.GINI,GE.EST,SE.XPD.TOTL.GB.ZS,EN.CLC.HEAT.XD,SH.MED.BEDS.ZS,SI.DST.FRST.20,IT.NET.USER.ZS,SL.TLF.ACTI.ZS,SP.DYN.LE00.IN,SE.ADT.LITR.ZS,EN.MAM.THRD.NO,EN.CLC.PRCP.XD,EN.CLC.SPEI.XD,SH.DYN.MORT,SM.POP.NETM,IP.PAT.RESD,SH.H2O.SMDW.ZS,SH.STA.SMSS.ZS,EN.ATM.PM25.MC.M3,PV.EST,SP.POP.65UP.TO.ZS,EN.POP.DNST,SI.POV.NAHC,SH.STA.OWAD.ZS,SN.ITK.DEFC.ZS,SG.GEN.PARL.ZS,SL.TLF.CACT.FM.ZS,RQ.EST,EG.ELC.RNEW.ZS,EG.FEC.RNEW.ZS,GB.XPD.RSDV.GD.ZS,RL.EST,SE.PRM.ENRR,SE.ENR.PRSC.FM.ZS,IP.JRN.ARTC.SC,IC.LGL.CRED.XQ,ER.PTD.TOTL.ZS,SL.UEM.TOTL.ZS,SP.UWT.TFRT,VA.EST,SE.XPD.TOTL.GD.ZS,iso3c,region,capital,longitude,latitude,income,lending
597,BM,Bermuda,2002,NA,100,NA,NA,7.407407387,0.795458124,NA,NA,NA,NA,8.85974059,1.349896,NA,NA,NA,NA,NA,2.297994965,NA,1.77,101.45,18.51851819,NA,-1.477790375,NA,NA,1.154031,NA,NA,NA,NA,52.03159737,NA,78.08780488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.792757,NA,1165.037016,NA,NA,NA,NA,NA,1.468842,0,0,NA,1.237166,97.03557,1.06155,NA,NA,NA,NA,NA,1.125524,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
598,BM,Bermuda,2005,NA,100,NA,NA,7.407407387,0.801641532,NA,NA,NA,NA,9.088334321,1.278153,NA,NA,NA,NA,NA,2.215343624,NA,1.76,98.22,18.51851819,NA,1.674207149,NA,NA,1.027272,12.1054,NA,NA,NA,65.44706579,NA,78.68536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.77558692,0.8199973,NA,1188.037016,NA,NA,NA,NA,NA,1.360657,0,0,NA,0.8572026,97.54098,1.09013,NA,NA,NA,NA,NA,1.15323,1.98877,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
599,BM,Bermuda,2010,NA,100,NA,NA,5.555555678,0.748048452,NA,NA,NA,NA,9.347122413,1.308072,NA,NA,NA,NA,NA,2.308201796,NA,1.76,108.49,18.51851819,NA,-2.094113534,NA,NA,1.00544,12.93424,NA,NA,NA,84.21,NA,79.28853659,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.64738151,0.9118381,NA,1205.999979,NA,NA,NA,NA,NA,1.391692,0,2.39176852,0.20846,1.117741,99.31172,NA,NA,NA,NA,NA,NA,0.9882845,2.5852,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
600,BM,Bermuda,2007,NA,100,NA,NA,7.407407387,0.767576447,NA,NA,NA,NA,11.24603933,1.269965,NA,NA,NA,NA,NA,2.735172715,NA,1.76,105.47,18.51851819,NA,2.845890114,NA,NA,0.9977152,NA,NA,NA,NA,74.35059403,NA,78.93414634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7718135,NA,1201.629608,NA,NA,NA,NA,NA,1.377706,0,2.360273122,0.18397,0.8393938,NA,NA,NA,NA,NA,NA,NA,0.9721289,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
601,BM,Bermuda,2001,NA,100,NA,NA,7.407407387,0.69232761,NA,NA,NA,NA,8.448227313,NA,NA,NA,NA,NA,NA,2.165968408,NA,1.75,105.11,18.51851819,NA,7.222436009,NA,NA,NA,NA,NA,NA,NA,47.5096999,NA,77.88536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1157.481461,NA,NA,NA,NA,NA,NA,0,0,NA,NA,97.15909,1.03914,NA,NA,NA,NA,NA,NA,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
602,BM,Bermuda,2008,NA,100,NA,NA,5.555555678,0.790533047,NA,NA,NA,NA,9.943759288,1.288655,NA,NA,NA,NA,NA,2.382565825,NA,1.77,110.18,18.51851819,NA,1.52789391,NA,NA,1.021444,NA,NA,NA,NA,82.3,NA,79.23658537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7967862,NA,1208.759238,NA,NA,NA,NA,NA,1.398468,0,2.277817029,0.19247,0.8558134,NA,NA,NA,NA,NA,NA,NA,0.9671982,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
603,BM,Bermuda,1999,NA,100,NA,NA,7.407407387,0.7,NA,NA,NA,NA,8.37692747,NA,NA,NA,NA,NA,NA,2.479117464,NA,NA,102.46,18.51851819,NA,3.382648714,NA,NA,NA,NA,NA,NA,NA,39.94758876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1134.907387,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
604,BM,Bermuda,2009,NA,100,NA,NA,5.555555678,0.740341053,NA,NA,NA,NA,7.262934975,1.325579,NA,NA,NA,NA,NA,1.840572882,NA,1.76,111.97,18.51851819,NA,-5.284177149,NA,NA,1.021205,13.97043,NA,NA,NA,83.25,NA,79.38843902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6938406,NA,1215.48146,NA,NA,NA,NA,NA,1.408183,0,2.608358993,0.20903,0.8631719,NA,NA,NA,NA,NA,NA,NA,0.9638122,2.58609,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
605,BM,Bermuda,2011,NA,100,NA,NA,5.555555678,0.788755292,NA,NA,NA,NA,6.872359209,1.279277,NA,NA,NA,NA,NA,1.757345064,NA,1.59,110.15,18.51851819,NA,-3.33949441,NA,NA,0.9957858,NA,NA,NA,NA,88.336,NA,81.15268293,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.84311292,0.9641221,NA,1195.629609,NA,NA,NA,NA,NA,1.372053,0,2.316647053,0.2979,1.098715,98.37067,1.07334,NA,NA,NA,NA,NA,1.009052,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
606,BM,Bermuda,2000,NA,100,NA,NA,7.407407387,0.668952155,NA,NA,NA,NA,8.36199117,1.359712,NA,NA,NA,NA,NA,2.288186911,NA,1.74,103.86,18.51851819,NA,9.317155577,NA,NA,1.183575,NA,NA,NA,NA,42.94986002,NA,77.88536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.80544275,0.7141891,NA,1145.055535,NA,NA,NA,NA,NA,1.517836,0,0,NA,1.256536,NA,NA,NA,NA,NA,NA,NA,0.9393762,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
607,BM,Bermuda,2006,NA,100,NA,NA,7.407407387,0.856786816,NA,NA,NA,NA,10.11617563,1.259531,NA,NA,NA,NA,NA,2.362224749,NA,1.76,101.6,18.51851819,NA,5.543865928,NA,NA,1.027619,NA,NA,NA,NA,69.89965516,NA,78.88780488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7753306,NA,1194.870349,NA,NA,NA,NA,NA,1.350138,0,0,NA,0.820513,97.41774,1.08261,NA,NA,NA,NA,NA,1.017273,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
608,BM,Bermuda,2004,NA,100,NA,NA,7.407407387,0.844158465,NA,NA,NA,NA,9.147364292,1.32565,NA,NA,NA,NA,NA,2.258872356,NA,1.78,100.18,18.51851819,NA,2.321266476,NA,NA,1.177905,11.11385,NA,NA,NA,60.99086701,NA,78.48536585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8947667,NA,1180.37035,NA,NA,NA,NA,NA,1.448373,0,0,NA,1.108165,97.17172,1.11161,NA,NA,NA,NA,NA,1.134972,1.77588,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
609,BM,Bermuda,2003,NA,100,NA,NA,7.407407387,0.821851058,NA,NA,NA,NA,8.859865772,1.37669,NA,NA,NA,NA,NA,2.238876727,NA,1.8,103.77,18.51851819,NA,3.410706204,NA,NA,1.151541,11.0366,NA,NA,NA,56.52201218,NA,78.33414634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8531293,NA,1172.685164,NA,NA,NA,NA,NA,1.447286,0,0,NA,1.261434,97.40467,1.08098,NA,NA,NA,NA,NA,1.200391,1.66627,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
610,BM,Bermuda,1998,NA,100,NA,NA,7.407407387,0.7,NA,NA,NA,NA,8.54427908,1.377704,NA,NA,NA,NA,NA,2.626522781,NA,NA,100.84,18.51851819,NA,3.9,NA,NA,1.20505,NA,NA,NA,NA,32.10375935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7300959,NA,1128.574054,NA,NA,NA,NA,NA,1.542698,0,0,NA,1.245394,NA,NA,NA,NA,NA,NA,NA,1.16662,2.152470112,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
611,BM,Bermuda,2012,NA,100,NA,NA,5.555555678,0.740816721,NA,NA,NA,NA,7.356862866,1.268373,NA,NA,NA,NA,NA,2.038060826,NA,1.59,114.05,18.51851819,NA,-4.834540171,NA,NA,1.008661,NA,NA,NA,NA,91.29930452,NA,81.67780488,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97908263,0.9802537,NA,1199.962942,NA,NA,NA,NA,NA,1.327829,0,2.135004665,0.269,1.102443,97.21005,1.06056,NA,NA,NA,NA,NA,1.025672,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
612,BM,Bermuda,2013,NA,100,NA,NA,5.555555678,0.745266618,NA,NA,NA,NA,7.051814587,1.260798,NA,NA,NA,NA,NA,1.945814721,NA,1.63,112.5,18.51851819,NA,-2.511154431,NA,NA,1.014979,NA,NA,NA,NA,95.3,NA,80.57243902,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.47885095,0.9703031,NA,1203.722201,NA,NA,NA,NA,NA,1.327262,0,1.928165793,0.22771,1.108083,96.80601,1.06641,NA,NA,NA,NA,NA,1.004767,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
613,BM,Bermuda,2014,NA,100,NA,NA,5.555555678,NA,NA,NA,NA,NA,8.838314988,1.225222,NA,NA,NA,NA,NA,2.298463362,NA,1.63,112.44,18.51851819,NA,NA,NA,NA,0.952229,7.79644,NA,NA,NA,96.8,NA,80.79731707,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.80641477,0.9138978,NA,1206.277756,NA,NA,NA,NA,NA,0.8850665,0,1.994798608,0.21474,0.0188626,98.06266,1.05304,NA,NA,NA,NA,NA,NA,1.75958,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
614,BM,Bermuda,2016,NA,100,NA,NA,5.555555678,NA,NA,NA,NA,NA,NA,1.228779,NA,NA,NA,NA,NA,NA,NA,1.61,112.44,18.51851819,NA,NA,NA,NA,1.328888,NA,NA,NA,NA,98,NA,81.22707317,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.65994362,0.9996701,NA,1195.462942,NA,NA,NA,NA,NA,0.8714429,NA,NA,NA,0.8654205,NA,NA,NA,NA,0.033870824,NA,NA,NA,NA,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
615,BM,Bermuda,2015,NA,100,NA,NA,5.555555678,NA,NA,NA,NA,NA,NA,1.218502,NA,NA,NA,NA,NA,2.026266021,NA,1.62,113.1,18.51851819,NA,NA,NA,NA,1.007332,9.0188,NA,NA,NA,98.32360965,NA,81.01219512,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.41796108,0.983049,NA,1208.129608,NA,NA,NA,NA,NA,0.9129404,0,2.359588007,0.21916,0.883742,101.1463,1.0485,NA,NA,NA,NA,NA,NA,1.6986,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
616,BM,Bermuda,2017,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.242215,NA,NA,NA,NA,NA,NA,NA,1.61,NA,NA,NA,NA,NA,NA,1.386591,7.77347,NA,NA,NA,98.37,NA,81.44195122,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.64635919,1.001691,NA,1182.851831,NA,NA,NA,NA,NA,0.8418499,NA,NA,NA,0.8703907,NA,NA,NA,NA,0.000390137,NA,NA,NA,1.50039,BMU,North America,Hamilton,-64.706,32.3293,High income,Not classified
617,BN,Brunei Darussalam,2012,100,100,18.49255439,0,2.542694425,0.655379574,NA,NA,NA,NA,24.22676314,0.5460464,NA,NA,NA,0,-383.5423125,5.427937907,9599.377426,1.973,153.91,72.10626186,99.9955353,0.912841671,NA,NA,0.8435253,9.72642,NA,2.7,NA,60.27306504,69.26200104,74.962,NA,NA,NA,NA,10,-901,20,NA,NA,7.570822949,0.9093272,3.592329613,75.70948767,NA,37.9,2.8,NA,76.96721185,1.151749,0.050890585,0.014790792,NA,0.7930567,105.9344,1.00955,107.3,NA,NA,6.896999836,NA,-0.5063741,2.88959,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
618,BN,Brunei Darussalam,2013,100,100,14.58421633,0,2.732447745,0.684659216,NA,NA,NA,NA,19.29518002,0.6460883,NA,NA,NA,0,-458.3725434,4.388223656,7522.255274,1.978,166.92,72.10626186,99.99437899,-2.126028517,NA,NA,0.8697733,NA,NA,NA,NA,64.5,69.19300079,75.075,NA,NA,NA,NA,10.2,NA,20,NA,NA,6.709489683,1.074022,3.718155091,76.7402277,NA,38.7,2.7,NA,77.74135019,1.105576,0.045433894,0.013528143,NA,0.5946086,106.111,1.01909,126.1,4,NA,7.028999805,NA,-0.5050725,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
619,BN,Brunei Darussalam,2014,100,100,13.03610118,0,2.732447745,0.863199099,NA,NA,NA,NA,22.2291779,0.531248,NA,NA,NA,0,-357.3943792,4.749922448,8673.088984,1.969,166.57,72.10626186,99.99518847,-2.34974675,NA,NA,1.086335,9.9846,NA,NA,NA,68.77,69.1289978,75.193,NA,NA,NA,NA,10.5,NA,26,NA,NA,6.180830115,1.261507,3.876086283,77.75502846,NA,39.5,2.8,NA,78.53872539,0.9851288,0.044385264,0.013976191,NA,0.4725353,105.4932,1.01017,185.9,4,NA,6.965000153,NA,-0.6250251,3.35319,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
620,BN,Brunei Darussalam,2009,100,100,17.03834263,0,2.542694425,0.908956973,NA,NA,NA,NA,20.47909645,0.9914091,NA,NA,NA,0,-522.4286399,4.619480474,7925.914156,1.921,132.56,72.44781552,99.99993427,-1.764535541,NA,NA,0.9180717,NA,NA,2.6,NA,49,69.1989975,74.623,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,1.387627,3.346392086,72.84743833,NA,35.4,3.1,NA,75.03409994,1.087068,0,0,NA,0.7886911,106.92304,0.99329,46.3,NA,NA,6.423999786,NA,-0.7307153,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
621,BN,Brunei Darussalam,2017,NA,100,10.93904519,0,NA,1.086450903,NA,NA,NA,NA,NA,0.712635,NA,NA,NA,NA,NA,NA,NA,1.881,NA,NA,NA,1.328751422,NA,NA,1.144335,NA,NA,NA,NA,94.86669164,69.06700134,75.585,NA,NA,NA,NA,11.4,0,8,NA,NA,5.903065468,1.160056,4.567781696,80.54516129,NA,NA,3.2,9.1,81.03920032,0.7154635,NA,NA,NA,0.6468467,104.8577,1.01496,NA,12,8.98950186,9.315999985,NA,-0.9485117,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
622,BN,Brunei Darussalam,2011,100,100,21.24977547,0,2.542694425,0.575033258,NA,NA,NA,NA,24.62749182,0.8615929,NA,NA,NA,0,-382.7048053,5.540701162,9837.44742,1.957,149.38,72.10626186,99.99563633,3.745318352,NA,NA,0.8970225,9.18219,NA,2.79,NA,56,69.29499817,74.852,96.08556,NA,NA,NA,9.8,NA,NA,NA,NA,7.366187122,1.085194,3.484231168,74.70360531,NA,37,2.9,NA,76.2516208,1.154296,0.053691275,0.01583074,NA,0.8499882,106.8165,0.99815,79.4,NA,NA,6.71999979,NA,-0.6103393,3.3221,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
623,BN,Brunei Darussalam,2010,100,100,18.29686997,0,2.542694425,0.733012306,NA,NA,8.3,NA,21.10681443,0.8631276,NA,NA,NA,0,-473.1907266,4.794746667,8337.49479,1.937,139.11,72.10626186,NA,2.598965746,NA,NA,0.9018937,5.30208,NA,NA,NA,53,69.26000214,74.74,NA,NA,NA,NA,9.7,NA,NA,NA,NA,7.417004403,1.277547,3.38971712,73.74686907,NA,36.2,3.1,NA,75.60360705,1.110249,0,0,NA,0.7791997,106.5422,1.0011,47.7,NA,NA,6.657999992,NA,-0.6505712,2.04661,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
624,BN,Brunei Darussalam,2006,100,100,28.21084386,0,1.954459239,0.706141843,NA,NA,NA,NA,13.13240048,0.2077921,NA,NA,NA,0,-608.1367378,4.616059019,8511.574205,1.969,122.23,73.47248808,100,4.397719678,NA,NA,0.8732989,NA,NA,2.79,NA,42.18634916,69.44599915,74.189,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,1.124461,3.078622493,70.25863378,NA,33,2.5,NA,73.1392008,0.9364097,0,0,NA,0.1228208,110.30373,0.97813,33.9,NA,NA,5.743000031,NA,-1.098655,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
625,BN,Brunei Darussalam,2005,100,100,23.08510623,0,2.087286528,0.946593335,NA,NA,NA,NA,13.70929354,0.2461524,NA,NA,NA,0,-849.5552119,3.391455174,6074.568491,2.022,75.13,73.81404175,100,0.387507208,NA,NA,0.600312,NA,NA,3,NA,36.46639195,69.65399933,74.006,NA,NA,NA,NA,9.5,NA,NA,NA,NA,7.24439177,1.214634,2.95305028,69.28159393,NA,32.2,2.5,NA,72.42108306,0.9124033,0,0,NA,0.2419076,110.6297,0.97246,30.3,NA,NA,5.868999958,NA,-0.7766633,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
626,BN,Brunei Darussalam,2015,100,100,10.84455058,0,2.732447745,1.102486219,NA,NA,8,NA,NA,0.5724573,NA,NA,NA,0,NA,3.6522582,NA,1.947,170,72.10626186,NA,-0.566814609,NA,NA,1.059952,NA,NA,2.7,NA,71.2,69.09400177,75.318,NA,NA,NA,NA,10.8,NA,NA,NA,NA,6.484179774,1.242662,4.073925,78.72998102,NA,40.4,3,NA,79.34987632,0.852387,0.047619048,0.014935036,NA,0.4079765,105.5275,1.01034,177.5,4,NA,7.756000042,NA,-0.7541476,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
627,BN,Brunei Darussalam,2016,100,100,8.56824055,0,2.732447745,1.203654626,NA,NA,7.8,NA,NA,0.5684198,NA,NA,NA,NA,NA,NA,NA,1.915,169.47,72.10626186,NA,-2.465514923,NA,NA,1.084177,11.44195,NA,NA,NA,90,69.0759964,75.45,NA,NA,NA,NA,11.1,NA,NA,NA,NA,5.927600072,1.154172,4.300619343,79.65844402,NA,41.2,3.1,6.5,80.18851955,0.5933974,NA,NA,NA,0.5616942,107.1228,1.0142,216.9,5,8.989232504,8.559000015,NA,-0.9010608,4.42541,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
628,BN,Brunei Darussalam,2007,100,100,26.7985634,0,2.163187783,0.689655172,NA,NA,NA,NA,22.44413479,0.2146689,NA,NA,NA,0,-542.8667442,4.719663684,8606.765965,1.933,128.13,73.13092863,100,0.154581812,NA,NA,0.9243966,NA,NA,NA,NA,44.68,69.27100372,74.351,NA,NA,NA,NA,9.4,-2257,NA,NA,NA,NA,1.106725,3.191231182,71.15085389,NA,33.8,2.7,NA,73.82235009,0.9862139,0,0,NA,0.4125388,109.68696,0.98282,42.6,NA,NA,5.624000072,NA,-1.061537,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
629,BN,Brunei Darussalam,2008,100,100,23.85538345,0,2.163187783,0.635849769,NA,NA,NA,NA,24.03617354,0.4911537,NA,NA,NA,0,-495.8800283,5.283453305,9337.042494,1.918,132.07,72.78937497,NA,-1.939714638,NA,NA,0.8885025,NA,NA,2.7,NA,46,69.18699646,74.494,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,1.126965,3.281579038,71.99639469,NA,34.6,3,NA,74.45391538,0.7837868,0,0,NA,0.4651492,107.62241,0.98777,42.4,NA,NA,5.697000027,NA,-1.018134,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
630,BN,Brunei Darussalam,2001,100,100,15.92993442,0,2.087286528,1.134567236,NA,NA,NA,NA,13.25380109,NA,NA,NA,NA,0,-799.196783,3.640716185,6492.724257,2.284,96.5,75.02846184,NA,2.744040518,NA,NA,NA,NA,NA,NA,NA,12.91776908,69.98000336,73.076,92.67113,NA,NA,NA,10.1,NA,NA,NA,NA,NA,NA,2.491221466,64.52258065,NA,29.2,2.8,NA,71.11796684,NA,0,0,NA,NA,107.31913,0.97737,NA,NA,NA,5.633999825,NA,NA,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
631,BN,Brunei Darussalam,2004,100,100,18.71337898,0,2.087286528,1.127453453,NA,NA,NA,NA,13.90557072,0.4089673,NA,NA,NA,0,-803.4359584,3.525559043,6389.813957,2.086,102.65,74.11764822,100,0.504318253,NA,NA,0.2431719,NA,NA,2.6,NA,29.71560414,69.56099701,73.801,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,1.369576,2.827787098,68.20360531,NA,31.5,2.5,NA,72.03105558,1.205879,0,0,0.03701,0.3814886,111.04673,0.97267,29.3,NA,NA,5.914999962,NA,-0.7978363,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
632,BN,Brunei Darussalam,1998,NA,100,9.089864385,0,1.897533207,1.410283186,NA,NA,NA,NA,16.51128957,0.3753247,NA,NA,NA,0,-629.1875085,4.177436551,7289.03567,2.489,59.1,75.93928125,NA,-0.558508851,NA,NA,0.9378154,8.760890007,NA,NA,NA,6.284742844,69.24900055,72.265,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,1.110726,2.465658136,60.55863378,NA,27,NA,NA,66.79321981,0.9386868,0,0,NA,0.5593166,112.4637527,0.985050023,NA,NA,NA,5.447999954,NA,-0.7231966,5.253950119,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
633,BN,Brunei Darussalam,2003,100,100,16.71300385,0,2.087286528,1.222196519,NA,NA,NA,NA,12.99511737,0.3189477,NA,NA,NA,0,-746.201598,3.86458634,7090.248038,2.154,105.34,74.42125469,100,2.903955477,NA,NA,0.7458653,NA,NA,NA,NA,19.59500322,69.55000305,73.575,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,1.14526,2.716159109,67.03851992,NA,30.7,2.5,NA,71.69884125,1.033847,0,0,0.01842,0.590917,110.65327,0.97887,34.8,NA,NA,5.881000042,NA,-0.7765917,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
634,BN,Brunei Darussalam,1999,NA,100,12.73893318,0,1.897533207,1.234980121,NA,NA,NA,NA,11.98314583,NA,NA,NA,NA,0,-683.4527743,4.133228955,7271.033997,2.413,74.2,75.63567478,NA,3.052157142,NA,NA,NA,8.893429756,NA,NA,NA,7.671041206,69.66699982,72.538,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,NA,2.418074247,61.89943074,NA,27.8,NA,NA,68.35558939,NA,0,0,NA,NA,111.844101,0.981339991,NA,NA,NA,5.572000027,NA,NA,4.932050228,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
635,BN,Brunei Darussalam,2000,100,100,20.72767615,0,1.897533207,1.024413492,NA,NA,9.6,NA,14.14342743,0.3726364,NA,NA,NA,0,-725.5084282,4.040104354,7157.132352,2.346,83.95,75.33206831,NA,2.849421858,NA,NA,0.9146784,8.92074,NA,2.599999905,NA,8.996284534,70.10199738,72.809,NA,NA,NA,NA,10.3,NA,NA,NA,NA,6.884513524,1.302255,2.368195939,63.21916509,NA,28.5,3.1,NA,69.873864,0.9879685,0,0,NA,0.537964,110.18191,0.98215,NA,NA,NA,5.599999905,NA,-0.712919,3.70591,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
636,BN,Brunei Darussalam,2002,100,100,15.34463676,0,2.087286528,1.093569608,NA,NA,NA,NA,12.62579373,0.3102241,NA,NA,NA,0,-839.3335731,3.425046538,6221.159114,2.22,107.48,74.72485537,99.9999073,3.872096967,NA,NA,0.8949295,NA,NA,2.7,NA,15.32987986,69.68800354,73.332,NA,NA,NA,NA,9.8,422,NA,NA,NA,NA,1.156788,2.606536671,65.80303605,NA,30,2.5,NA,71.40818242,1.093588,0,0,0.01592,0.5020638,107.71335,0.97305,NA,NA,NA,5.771999836,NA,-0.8335854,NA,BRN,East Asia & Pacific,Bandar Seri Begawan,114.946,4.94199,High income,Not classified
637,BO,Bolivia,2017,NA,91.8,5.751001468,0.473510949,NA,11.58933645,NA,0.77,NA,NA,NA,-0.6573039,NA,NA,NA,NA,NA,NA,NA,2.777,NA,NA,NA,4.195209367,NA,44,-0.3831694,NA,NA,NA,4.1,43.83227607,69.48300171,70.945,NA,NA,NA,NA,28,-47520,59,NA,22.93827129,21.5689866,-0.2780149,7.045878822,10.33218314,36.4,NA,17.1,53.1,71.31640011,-0.8986728,NA,NA,NA,-1.208274,97.55629,0.98288,NA,0,30.8654915,3.23300004,NA,-0.0256513,NA,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
638,BO,Bolivia,2016,64,91.8,4.324249328,0.514036985,34.78722422,11.17187546,NA,NA,22.4,NA,NA,-0.7243935,NA,NA,NA,NA,NA,NA,NA,2.829,146.43,50.28616265,NA,4.263919504,NA,44.6,-0.5670627,NA,NA,NA,3.9,39.6975146,72.60700226,70.626,NA,NA,NA,NA,29.3,NA,12,NA,22.22129003,21.3866041,-0.2488664,6.900623959,10.18352534,39.5,56.1,17.3,53.1,74.43851656,-0.9240948,NA,NA,NA,-1.200557,96.5925,0.9861,95.1,0,30.86551546,3.055999994,23.2,-0.0369255,NA,BOL,Latin America & Caribbean,La Paz,-66.1936,-13.9908,Lower middle income,IBRD
